CustomerID,AccountNumber,CustomerType,SalesTerritoryGroup,SalesTerritory,AddressLine1,City,PostalCode
11469,AW00011469,I,Europe,United Kingdom,6045 Nightingale Drive,York,Y03 4TN
11470,AW00011470,I,Europe,Germany,Heidestieg Straße 8664,Stuttgart,70511
11471,AW00011471,I,Europe,France,"29, avenue de la Gare",Chatou,78400
11472,AW00011472,I,Pacific,Australia,7815 Driftwood Drive,Hawthorne,4171
11473,AW00011473,I,Europe,France,"1039, rue Mazagran",Drancy,93700
11474,AW00011474,I,Europe,United Kingdom,4092 Folson Drive,Peterborough,PB12
11475,AW00011475,I,Europe,United Kingdom,8778 So. Silver Spring,London,SW8 1XD
11476,AW00011476,I,Europe,United Kingdom,37 Amaranth Way,Kirkby,KB9
11477,AW00011477,I,Europe,Germany,Platz des Landtags 33,Darmstadt,64283
11478,AW00011478,I,Europe,France,"570, avenue des Champs-Elysées",Sèvres,92310
11479,AW00011479,I,Europe,France,"52, rue de Berri",Saint Ouen,41100
11480,AW00011480,I,Europe,France,"2, place Beaubernard",Tremblay-en-France,93290
11481,AW00011481,I,Europe,Germany,Am Gallberg 46,Braunschweig,38001
11482,AW00011482,I,Europe,United Kingdom,9684 La Vista Avenue,Warrington,WA3 7BH
11483,AW00011483,I,Europe,France,"9, rue de l´Avenir",Paris,75010
11484,AW00011484,I,Europe,Germany,Hauptstr 6057,Neunkirchen,66578
11485,AW00011485,I,Europe,United Kingdom,1644 Alicante Court,Esher-Molesey,EM15
11486,AW00011486,I,Europe,Germany,Königstr 381,Erlangen,91054
11487,AW00011487,I,Europe,France,"55, impasse Notre-Dame",Dunkerque,59140
11488,AW00011488,I,Europe,United Kingdom,5456 Old Oak Drive,London,W1X3SE
11489,AW00011489,I,Europe,United Kingdom,3670 All Ways Drive,Oxford,OX1
11490,AW00011490,I,Europe,France,"5, avenue de la Gare",Paris La Defense,92081
11491,AW00011491,I,Europe,United Kingdom,70 Tobi Drive,London,W1V 5RN
11492,AW00011492,I,Europe,Germany,Reiherweg 5014,Eilenburg,04838
11493,AW00011493,I,Europe,United Kingdom,6344 St Paul Way,London,W1V 5RN
11494,AW00011494,I,Europe,United Kingdom,9627 N. Civic Drive,Runcorn,TY31
11495,AW00011495,I,Europe,Germany,Curieweg 3991,Bonn,53131
11496,AW00011496,I,Europe,United Kingdom,5009 Grasswood Circle,Warrington,WA3 7BH
11497,AW00011497,I,Europe,United Kingdom,8874 Folson Drive,Newcastle upon Tyne,NT20
11498,AW00011498,I,North America,Canada,4023 Jasper Court,Cliffside,V8Y 1L1
11499,AW00011499,I,North America,Southwest,4438 Chrislend Court,Concord,94519
11500,AW00011500,I,North America,Canada,1005 Valley Oak Plaza,Langley,V3A 4R2
11501,AW00011501,I,North America,Canada,7089 Monti Circle,Cliffside,V8Y 1L1
11502,AW00011502,I,North America,Canada,6878 Dublin,Shawnee,V8Z 4N5
11503,AW00011503,I,North America,Southwest,9810 Rishell Ct.,Coronado,92118
11504,AW00011504,I,North America,Southwest,3427 B Wildbrook Ct.,Downey,90241
11505,AW00011505,I,North America,Canada,5684 San Marino Ct.,Burnaby,V3J 6Z3
11506,AW00011506,I,North America,Canada,2813 Dew Drop Circle,Port Hammond,V6B 3P7
11507,AW00011507,I,North America,Canada,2427 Pastime Dr,Victoria,V8V
11508,AW00011508,I,North America,Northwest,1144 N. Jackson Way,Lynnwood,98036
11509,AW00011509,I,North America,Southwest,3989 Tice Valley Blvd.,Novato,94947
11510,AW00011510,I,North America,Canada,5989 Concord Ave,N. Vancouver,V7L 4J4
11511,AW00011511,I,North America,Northwest,2324 Cherry Street,Lebanon,97355
11512,AW00011512,I,North America,Canada,3481 Broadmoor Drive,Oak Bay,V8P
11513,AW00011513,I,North America,Canada,5780 Conifer Terrace,Royal Oak,V8X
11514,AW00011514,I,North America,Northwest,8033 Danesta Dr.,Tacoma,98403
11515,AW00011515,I,North America,Southwest,4679 Duke Way,Burbank,91502
11516,AW00011516,I,North America,Southwest,8826 Fine Drive,Colma,94014
11517,AW00011517,I,North America,Southwest,8761 Dancing Court,Redwood City,94063
11518,AW00011518,I,North America,Northwest,2747 Carmel Dr.,Milwaukie,97222
11519,AW00011519,I,North America,Canada,9537 Ridgewood Drive,Cliffside,V8Y 1L1
11520,AW00011520,I,North America,Canada,8394 Lincoln Drive,Port Hammond,V6B 3P7
11521,AW00011521,I,North America,Northwest,9052 Blue Ridge Dr,Walla Walla,99362
11522,AW00011522,I,North America,Northwest,3279 W 46th St,Oregon City,97045
11523,AW00011523,I,North America,Canada,2328 California Street,N. Vancouver,V7L 4J4
11524,AW00011524,I,North America,Southwest,8752 Greenway Drive,Torrance,90505
11525,AW00011525,I,North America,Northwest,869 Aspen Drive,Lebanon,97355
11526,AW00011526,I,North America,Canada,8160 Star Tree Court,Westminster,V3L 1E7
11527,AW00011527,I,North America,Southwest,905 Johnson Road,San Gabriel,91776
11528,AW00011528,I,North America,Southwest,2932 Esperanza Dr,Glendale,91203
11529,AW00011529,I,North America,Northwest,786 Eastgate Ave,Portland,97205
11530,AW00011530,I,North America,Canada,3183 Trasher Road,N. Vancouver,V7L 4J4
11531,AW00011531,I,North America,Southwest,4851 Heights Ave.,Beverly Hills,90210
11532,AW00011532,I,North America,Northwest,6437 Brookview Dr.,Redmond,98052
11533,AW00011533,I,North America,Southeast,3235 Mi Casa Court,Birmingham,35203
11534,AW00011534,I,North America,Southwest,7665 Terrace Road,Long Beach,90802
11535,AW00011535,I,North America,Northwest,2569 Webster Drive,Lebanon,97355
11536,AW00011536,I,North America,Southwest,6024 Lacanda,Fremont,94536
11537,AW00011537,I,North America,Southwest,1024 Walnut Blvd.,Colma,94014
11538,AW00011538,I,North America,Southwest,112 Kathleen Drive,Palo Alto,94303
11539,AW00011539,I,North America,Southwest,6092 Chestnut,Concord,94519
11540,AW00011540,I,North America,Southwest,7615 Buena Vista,Coronado,92118
11541,AW00011541,I,North America,Northwest,2209 Sequoia Drive,Portland,97205
11542,AW00011542,I,Europe,United Kingdom,5545 Clemson Court,York,Y03 4TN
11543,AW00011543,I,Europe,France,"9, rue des Vendangeurs",Paris,75013
11544,AW00011544,I,Europe,Germany,Essener Straße 8,Darmstadt,64283
11545,AW00011545,I,Europe,France,"88, rue Georges-Clémenceau",Paris,75012
11546,AW00011546,I,Europe,France,"522bis, rue des Peupliers",Roubaix,59100
11547,AW00011547,I,Europe,France,"88, allée des Princes",Paris,75013
11548,AW00011548,I,Europe,United Kingdom,2381 Tupelo Drive,Berkshire,RG11 5TP
11549,AW00011549,I,Europe,United Kingdom,5077 Bannock Ct.,London,W1Y 3RA
11550,AW00011550,I,Europe,United Kingdom,7553 Harness Circle,Oxford,OX14 4SE
11551,AW00011551,I,Europe,France,"268, avenue de l´Europe",Colombes,92700
11552,AW00011552,I,Europe,Germany,Heiderplatz 662,Salzgitter,38231
11553,AW00011553,I,Europe,United Kingdom,6804 Coldwater Drive,Reading,RG7 5H7
11554,AW00011554,I,Europe,France,"88, avenue de l´ Union Centrale",Tremblay-en-France,93290
11555,AW00011555,I,Europe,United Kingdom,"11, rue de la Cavalerie",Esher-Molesey,EM15
11556,AW00011556,I,Europe,United Kingdom,3663 A St.,Warrington,WA1
11557,AW00011557,I,Europe,United Kingdom,9557 Steven Circle,York,Y03 4TN
11558,AW00011558,I,Europe,United Kingdom,5086 Nottingham Place,Woolston,WA1 4SY
11559,AW00011559,I,Europe,Germany,Rotthäuser Weg 636,Solingen,42651
11560,AW00011560,I,Europe,United Kingdom,7341 Rockne Drive,London,SW19 3RU
11561,AW00011561,I,Europe,Germany,Hüttenstr 7005,München,80074
11562,AW00011562,I,Europe,Germany,Nonnendamm 22,Leipzig,04139
11563,AW00011563,I,Europe,United Kingdom,1547 Larkwood Ct.,London,SE1 8HL
11564,AW00011564,I,Europe,Germany,Heiderweg 4982,Frankfurt am Main,60355
11565,AW00011565,I,Europe,United Kingdom,4408 Trinity Ave.,Berks,SL4 1RH
11566,AW00011566,I,Europe,France,"401, boulevard du Montparnasse",Cergy,95000
11567,AW00011567,I,Europe,Germany,Klara Straße 8463,Berlin,14197
11568,AW00011568,I,Europe,United Kingdom,7246 Gloria Terr.,Cheltenham,GL50
11569,AW00011569,I,Europe,United Kingdom,1629 Queens Road,West Sussex,RH15 9UD
11570,AW00011570,I,Europe,Germany,Zimmerstr 137,Berlin,13441
11571,AW00011571,I,Europe,France,"99, rue du Puits Dixme",Orleans,45000
11572,AW00011572,I,Europe,France,"8733, rue Basse-du-Rocher",Dunkerque,59140
11573,AW00011573,I,Europe,United Kingdom,7469 Paradise Ct.,Woolston,WA1 4SY
11574,AW00011574,I,Europe,United Kingdom,7390 Discovery Bay,West Sussex,RH15 9UD
11575,AW00011575,I,Europe,United Kingdom,2109 Mt. Washington,Leeds,LE18
11576,AW00011576,I,Europe,France,"68, avenue de l´ Union Centrale",Croix,59170
11577,AW00011577,I,Europe,France,6788 Edward Ave,Paris,75005
11578,AW00011578,I,Europe,France,"33, place de la République",Pantin,93500
11579,AW00011579,I,Europe,United Kingdom,3626 N Ranchford Court,Warrington,WA3 7BH
11580,AW00011580,I,Europe,United Kingdom,9113 Flamingo Dr.,Berkshire,RG11 5TP
11581,AW00011581,I,Europe,France,"987, rue de la Centenaire",Paris,75003
11582,AW00011582,I,Europe,France,"222, rue de Cambrai",Pantin,93500
11583,AW00011583,I,Europe,France,"79, rue de la Comédie",Chatou,78400
11584,AW00011584,I,Europe,Germany,Buergermeister-ulrich-str 5,Neunkirchen,66578
11585,AW00011585,I,Europe,United Kingdom,6124 Clayton Road,Billericay,CM11
11586,AW00011586,I,Europe,United Kingdom,2348 Fruitwood,York,Y03 4TN
11587,AW00011587,I,Europe,France,"21, rue du Puits Dixme",Metz,57000
11588,AW00011588,I,Europe,France,"24, rue Royale",Saint-Denis,93400
11589,AW00011589,I,Europe,United Kingdom,7959 Mt. Wilson Way,London,W1Y 3RA
11590,AW00011590,I,Europe,France,Attaché de Presse,Drancy,93700
11591,AW00011591,I,Europe,France,"67, avenue de l´ Union Centrale",Versailles,78000
11592,AW00011592,I,Europe,France,"68, impasse Notre-Dame",Paris,75009
11593,AW00011593,I,Europe,France,"121, rue de Cambrai",Orleans,45000
11594,AW00011594,I,Europe,France,"11, rue de l'Espace De Schengen",Verrieres Le Buisson,91370
11595,AW00011595,I,Europe,Germany,Höhenstr 9419,Erlangen,91054
11596,AW00011596,I,Europe,United Kingdom,9100 Main Street,Runcorn,TY31
11597,AW00011597,I,Europe,France,"25, avenue de la Gare",Orly,94310
11598,AW00011598,I,Europe,Germany,Holzstr 6444,Saarbrücken,66001
11599,AW00011599,I,Europe,France,Attaché de Presse,Les Ulis,91940
11600,AW00011600,I,Europe,France,"2616, rue de Linois",Sèvres,92310
11601,AW00011601,I,Europe,France,"335, rue Basse-du-Rocher",Versailles,78000
11602,AW00011602,I,Europe,Germany,Am Gallberg 645,Salzgitter,38231
11603,AW00011603,I,Europe,United Kingdom,1538 Golden Meadow,London,C2H 7AU
11604,AW00011604,I,Europe,United Kingdom,6543 Jacobsen Street,Wokingham,RG41 1QW
11605,AW00011605,I,Europe,Germany,Auf den Kuhlen Straße 9,Stuttgart,70452
11606,AW00011606,I,Europe,France,"2, rue de la Comédie",Morangis,91420
11607,AW00011607,I,Europe,France,"610, rue des Rosiers",Paris,75016
11608,AW00011608,I,Europe,France,"774, rue Descartes",Paris La Defense,92081
11609,AW00011609,I,Europe,United Kingdom,2877 Bounty Way,York,Y024 1GF
11610,AW00011610,I,Europe,United Kingdom,4519 Lydia Lane,Stoke-on-Trent,AS23
11611,AW00011611,I,Europe,France,"65, rue Faubourg St Antoine",Orleans,45000
11612,AW00011612,I,Europe,United Kingdom,2411 Clark Creek Lane,Berkshire,RG11 5TP
11613,AW00011613,I,Europe,Germany,Hunzinger Allee 292,Leipzig,04139
11614,AW00011614,I,Europe,Germany,Nollendorfplatz 62,Offenbach,63009
11615,AW00011615,I,Europe,United Kingdom,5717 Monterey Ave,Lancaster,LA1 1LN
11616,AW00011616,I,Europe,United Kingdom,3728 Chinquapin Ct.,Milton Keynes,MK8 8ZD
11617,AW00011617,I,North America,Southwest,6616 Baird Court,Grossmont,91941
11618,AW00011618,I,North America,Canada,9145 Danesta Dr.,Cliffside,V8Y 1L1
11619,AW00011619,I,North America,Canada,3230 Virginia Hills,Victoria,V8V
11620,AW00011620,I,North America,Northwest,7285 Roanwood Way,Bellingham,98225
11621,AW00011621,I,North America,Northwest,8120 E Leland,Bremerton,98312
11622,AW00011622,I,North America,Northwest,8520 Waterview Place,Kirkland,98033
11623,AW00011623,I,North America,Southwest,4117 Missing Canyon Court,Fremont,94536
11624,AW00011624,I,North America,Southwest,5462 El Pintado Rd.,Mill Valley,94941
11625,AW00011625,I,North America,Southwest,9734 Jane Ct.,Palo Alto,94303
11626,AW00011626,I,North America,Southwest,3588 Vancouver Way,San Francisco,94109
11627,AW00011627,I,North America,Southwest,4833 Nottingham Pl.,Spring Valley,91977
11628,AW00011628,I,North America,Southwest,4088 Mills Place,Bellflower,90706
11629,AW00011629,I,North America,Southwest,7501 Sandy Cove Lane,Newport Beach,92625
11630,AW00011630,I,North America,Northwest,418 Alfred Avenue,Seattle,98104
11631,AW00011631,I,North America,Canada,6200 Mt. Pisgah,Langley,V3A 4R2
11632,AW00011632,I,North America,Canada,346 Sutcliffe Pl.,Langford,V9
11633,AW00011633,I,North America,Northwest,8307 Monument Blvd.,Burien,98168
11634,AW00011634,I,North America,Northwest,2240 Inverness Dr.,Puyallup,98371
11635,AW00011635,I,North America,Southwest,3767 Banana Court,Beverly Hills,90210
11636,AW00011636,I,North America,Southwest,752 Shuey Ave,Daly City,94015
11637,AW00011637,I,North America,Southwest,3767 Benet Court,Los Angeles,90012
11638,AW00011638,I,North America,Southwest,1328 Huntleigh Dr.,Mill Valley,94941
11639,AW00011639,I,North America,Southwest,4059 High Street,Mill Valley,94941
11640,AW00011640,I,North America,Canada,8885 Alta Vista,Langford,V9
11641,AW00011641,I,North America,Canada,3797 Baird Court,Cliffside,V8Y 1L1
11642,AW00011642,I,North America,Canada,3441 Wellington Ct.,Oak Bay,V8P
11643,AW00011643,I,North America,Northwest,316 Rose Ann Ave,Burien,98168
11644,AW00011644,I,North America,Northwest,7347 Ready Road,Redmond,98052
11645,AW00011645,I,North America,Northwest,9976 Manila Avenue,Salem,97301
11646,AW00011646,I,North America,Northwest,6580 Poor Ridge Court,Burien,98168
11647,AW00011647,I,North America,Canada,589 Ashwood Dr.,Cliffside,V8Y 1L1
11648,AW00011648,I,North America,Southwest,4414 Kendree St.,Chula Vista,91910
11649,AW00011649,I,North America,Southwest,6289 Duck Horn Court,Newport Beach,92625
11650,AW00011650,I,North America,Southwest,3824 White Dr,Glendale,91203
11651,AW00011651,I,North America,Canada,2500 Ward Court,Cliffside,V8Y 1L1
11652,AW00011652,I,North America,Canada,9668 Fieldbrook Pl,Vancouver,V7L 4J4
11653,AW00011653,I,North America,Northwest,3152 Woodcrest Drive,Lebanon,97355
11654,AW00011654,I,North America,Southwest,5278 Mill Road,Bellflower,90706
11655,AW00011655,I,North America,Southwest,4221 Birch Bark Road,Concord,94519
11656,AW00011656,I,North America,Southwest,7494 Sunset Circle,Imperial Beach,91932
11657,AW00011657,I,North America,Southwest,9825 Coralie Drive,Novato,94947
11658,AW00011658,I,North America,Southwest,9350 Mt. Hood Circle,Oakland,94611
11659,AW00011659,I,North America,Canada,4912 Mellowood Street,Sooke,V0
11660,AW00011660,I,North America,Canada,2458 Blocking Ct.,Port Hammond,V6B 3P7
11661,AW00011661,I,North America,Canada,4909 Vine Lane,Cliffside,V8Y 1L1
11662,AW00011662,I,North America,Northwest,447 Barberry Court,Milwaukie,97222
11663,AW00011663,I,North America,Northwest,3796 Peachwillow,Walla Walla,99362
11664,AW00011664,I,North America,Southwest,6751 Yosemite Ct.,Burlingame,94010
11665,AW00011665,I,North America,Southwest,8914 Jam Way,Chula Vista,91910
11666,AW00011666,I,North America,Southwest,7119 Iowa Drive,Torrance,90505
11667,AW00011667,I,North America,Northwest,1245 Clay Road,Walla Walla,99362
11668,AW00011668,I,North America,Southwest,1978 Medina Dr.,Beverly Hills,90210
11669,AW00011669,I,North America,Northwest,3495 Virginia Lane,Tacoma,98403
11670,AW00011670,I,North America,Southwest,2326 MountainAire Parkway,Grossmont,91941
11671,AW00011671,I,North America,Southwest,8874 Dallis Drive,El Cajon,92020
11672,AW00011672,I,North America,Southwest,1386 Fillet Ave.,Beverly Hills,90210
11673,AW00011673,I,North America,Northwest,2093 Dubhe Court,Burien,98168
11674,AW00011674,I,North America,Southwest,1168 Escobar,Woodland Hills,91364
11675,AW00011675,I,North America,Northwest,5571 Crawford,Everett,98201
11676,AW00011676,I,North America,Central,970 Pheasant Circle,Branch,55056
11677,AW00011677,I,North America,Canada,189 Richview Dr,Haney,V2W 1W2
11678,AW00011678,I,North America,Northwest,4778 Geary Road,Cheyenne,82001
11679,AW00011679,I,North America,Northwest,6453 Castle Hill Road,Puyallup,98371
11680,AW00011680,I,North America,Northwest,7755 West Road,Redmond,98052
11681,AW00011681,I,North America,Northwest,1433 C Mt. Hood Crest,Spokane,99202
11682,AW00011682,I,North America,Northwest,5715 5th Ave.,Tacoma,98403
11683,AW00011683,I,North America,Southwest,1052 Stanford Street,El Cajon,92020
11684,AW00011684,I,North America,Northwest,4024 Calhoun Court,Redmond,98052
11685,AW00011685,I,North America,Northwest,4769 Book Ct,Milwaukie,97222
11686,AW00011686,I,North America,Southwest,4895 Hickory Drive,Glendale,91203
11687,AW00011687,I,North America,Southwest,3889 Castle Hill Road,La Jolla,92806
11688,AW00011688,I,North America,Northwest,7675 Moss Hollow Court,Sedro Woolley,98284
11689,AW00011689,I,North America,Northwest,4091 Hill Meadow Pl.,Edmonds,98020
11690,AW00011690,I,North America,Northwest,5629 Seagull Court,Port Orchard,98366
11691,AW00011691,I,North America,Southwest,24 Roslyn Drive,Imperial Beach,91932
11692,AW00011692,I,North America,Southwest,2150 Pershing Dr,Burbank,91502
11693,AW00011693,I,North America,Canada,9063 Vista Aven.,Haney,V2W 1W2
11694,AW00011694,I,North America,Southwest,4453 Bannock Ct.,Colma,94014
11695,AW00011695,I,North America,Southwest,8910 Hilltop Road,Beverly Hills,90210
11696,AW00011696,I,North America,Northwest,5905 Hawthorne Dr.,Tacoma,98403
11697,AW00011697,I,North America,Southwest,265 Jeff Ct,Oakland,94611
11698,AW00011698,I,North America,Canada,7796 Adobe Drive,Metchosin,V9
11699,AW00011699,I,North America,Northwest,4315 Glenside Ct.,Walla Walla,99362
11700,AW00011700,I,North America,Southwest,3249 E Leland,Woodland Hills,91364
11701,AW00011701,I,North America,Southwest,3570 Book Ct,Novato,94947
11702,AW00011702,I,North America,Southwest,2107 Cardinal,Burlingame,94010
11703,AW00011703,I,North America,Southwest,4668 Chilpancingo Park,La Jolla,92806
11704,AW00011704,I,North America,Southwest,6337 Margo Drive,Santa Cruz,95062
11705,AW00011705,I,North America,Southwest,4171 Miller Avenue,Woodland Hills,91364
11706,AW00011706,I,North America,Southwest,3064 Fern Leaf Lane,Burlingame,94010
11707,AW00011707,I,North America,Southwest,1064 William Way,Woodland Hills,91364
11708,AW00011708,I,North America,Southwest,7085 Valley Run,Lincoln Acres,91950
11709,AW00011709,I,North America,Canada,5609 Gary Drive,Victoria,V8V
11710,AW00011710,I,North America,Southwest,8085 Grasswood Ct,La Jolla,92806
11711,AW00011711,I,North America,Canada,263 La Orinda Pl.,N. Vancouver,V7L 4J4
11712,AW00011712,I,North America,Canada,16 White Pl.,Haney,V2W 1W2
11713,AW00011713,I,North America,Northwest,4417 W. Watson Court,Kirkland,98033
11714,AW00011714,I,North America,Southwest,5543 Hamilton Ave.,San Diego,92102
11715,AW00011715,I,North America,Southwest,6779 Willcrest Circle,San Gabriel,91776
11716,AW00011716,I,North America,Southwest,9531 Lancaster,Daly City,94015
11717,AW00011717,I,North America,Northwest,4836 Marina,Corvallis,97330
11718,AW00011718,I,North America,Northwest,2935 Pine Creek Way,Oregon City,97045
11719,AW00011719,I,North America,Canada,2850 D Bel Air Dr,Cliffside,V8Y 1L1
11720,AW00011720,I,North America,Southwest,9671 Leewood Place,San Diego,92102
11721,AW00011721,I,North America,Southwest,4195 San Paolo,Lincoln Acres,91950
11722,AW00011722,I,North America,Northwest,4408 Trinity Ave.,Bellingham,98225
11723,AW00011723,I,North America,Canada,613 Glen Wood Drive,Shawnee,V9B 2C3
11724,AW00011724,I,North America,Canada,4848 Azalea Ave.,Shawnee,V9B 5T2
11725,AW00011725,I,North America,Northwest,2033 Woodbury Place,Burien,98168
11726,AW00011726,I,North America,Northwest,4685 York Dr,Burien,98168
11727,AW00011727,I,North America,Southwest,2078 Jennifer Way,National City,91950
11728,AW00011728,I,North America,Northwest,5087 Bonita Ave.,Woodburn,97071
11729,AW00011729,I,North America,Northwest,1895 San Carlos Ave.,Kirkland,98033
11730,AW00011730,I,North America,Northwest,6062 Mota Dr.,Redmond,98052
11731,AW00011731,I,North America,Southwest,8850 Thunderbird Drive,Burlingame,94010
11732,AW00011732,I,North America,Northeast,664 Book Pl,Cincinnati,45202
11733,AW00011733,I,North America,Southwest,1536 Camino Verde Ct.,Concord,94519
11734,AW00011734,I,North America,Southwest,3181 Hacienda,Coronado,92118
11735,AW00011735,I,North America,Northwest,1229 Apollo Way,Lynnwood,98036
11736,AW00011736,I,North America,Southwest,7706 California St.,Fremont,94536
11737,AW00011737,I,North America,Southwest,8243 Gilardy Drive,Redwood City,94063
11738,AW00011738,I,North America,Canada,6933 Sutton Circle,Oak Bay,V8P
11739,AW00011739,I,North America,Canada,2243 W St.,Shawnee,V9B 5T2
11740,AW00011740,I,North America,Canada,5793 West Road,Vancouver,V7L 4J4
11741,AW00011741,I,North America,Southwest,6344 Dartmouth Way,Chula Vista,91910
11742,AW00011742,I,North America,Southwest,3508 Canning Road,Redwood City,94063
11743,AW00011743,I,North America,Southwest,5940 Dleta Road,Spring Valley,91977
11744,AW00011744,I,North America,Southwest,6339 E. 108th Street,Spring Valley,91977
11745,AW00011745,I,North America,Northwest,3345 Macaroon Drive,Walla Walla,99362
11746,AW00011746,I,North America,Northwest,733 Eaker Way,Tacoma,98403
11747,AW00011747,I,North America,Northwest,7121 Oakleaf Ct.,Edmonds,98020
11748,AW00011748,I,North America,Canada,1315 Norse Drive,Victoria,V8V
11749,AW00011749,I,Pacific,Australia,5524 Virgil St,Coffs Harbour,2450
11750,AW00011750,I,Pacific,Australia,2681 Black Walnut Ct.,Newcastle,2300
11751,AW00011751,I,Pacific,Australia,1872 Walnut Avenue,Melton,3337
11752,AW00011752,I,Pacific,Australia,7551 Santa Lucia,Goulburn,2580
11753,AW00011753,I,Pacific,Australia,452 Rain Drop Circle,Coffs Harbour,2450
11754,AW00011754,I,Pacific,Australia,4921 Oakwood Circle,Malabar,2036
11755,AW00011755,I,Pacific,Australia,9893 Hastings Dr,Hervey Bay,4655
11756,AW00011756,I,Pacific,Australia,3544 Brush Creek Drive,St. Leonards,2065
11757,AW00011757,I,Pacific,Australia,5917 Panoramic Avenue,Cranbourne,3977
11758,AW00011758,I,Pacific,Australia,1064 William Way,Darlinghurst,2010
11759,AW00011759,I,Pacific,Australia,6969 Eaker Way,Cloverdale,6105
11760,AW00011760,I,Pacific,Australia,6312 San Ramon Road,Findon,5023
11761,AW00011761,I,Pacific,Australia,4173 Willow Pass Road,Hobart,7001
11762,AW00011762,I,Pacific,Australia,1159 Lacassie Ave,Wollongong,2500
11763,AW00011763,I,Pacific,Australia,8461 Everett Ct,Springwood,2777
11764,AW00011764,I,Pacific,Australia,5613 Gary Drive,Newcastle,2300
11765,AW00011765,I,Pacific,Australia,1439 N. Michell Canyon Road,North Ryde,2113
11766,AW00011766,I,Pacific,Australia,1060 Mcelroy Court,South Melbourne,3205
11767,AW00011767,I,Pacific,Australia,8250 11th Avenue,Hawthorne,4171
11768,AW00011768,I,Pacific,Australia,4642 Peabody Road,Perth,6006
11769,AW00011769,I,North America,Canada,1671 Via Del Verdes,Newton,V2L3W8
11770,AW00011770,I,North America,Northwest,6489 Kentucky Drive,Ballard,98107
11771,AW00011771,I,North America,Northwest,7962 Macalvey Drive,Marysville,98270
11772,AW00011772,I,North America,Northwest,5551 Silverado Dr.,Tacoma,98403
11773,AW00011773,I,North America,Southwest,6082 Trafalgar Circle,El Cajon,92020
11774,AW00011774,I,North America,Southwest,4996 Hillview Drive,National City,91950
11775,AW00011775,I,North America,Southwest,1721 Concord Blvd,Palo Alto,94303
11776,AW00011776,I,North America,Southwest,8125 Westbury Drive,Santa Cruz,95062
11777,AW00011777,I,North America,Southwest,8970 Cash Avenue,Burlingame,94010
11778,AW00011778,I,North America,Northwest,1019 Chance Drive,Sedro Woolley,98284
11779,AW00011779,I,North America,Northwest,1058 Park Blvd.,Woodburn,97071
11780,AW00011780,I,North America,Northwest,3459 Tri-state Ave,Edmonds,98020
11781,AW00011781,I,North America,Southwest,4239 Water St.,Daly City,94015
11782,AW00011782,I,North America,Southwest,9834 Hamlet,Burbank,91502
11783,AW00011783,I,North America,Southwest,9024 Dumbarton Drive,San Diego,92102
11784,AW00011784,I,North America,Canada,6648 Choctaw Court,Metchosin,V9
11785,AW00011785,I,North America,Northwest,4956 Vista Del Diablo,Ballard,98107
11786,AW00011786,I,North America,Northwest,2391 St. Peter Court,Redmond,98052
11787,AW00011787,I,North America,Southwest,6096 Pheasant Circle,Burbank,91502
11788,AW00011788,I,North America,Southwest,6538 Camelback Road,Los Angeles,90012
11789,AW00011789,I,North America,Southwest,571 Lafayette Drive,National City,91950
11790,AW00011790,I,North America,Southwest,6615 Cambelback Place,Chula Vista,91910
11791,AW00011791,I,North America,Northwest,5446 N. Civic Dr.,Spokane,99202
11792,AW00011792,I,North America,Southwest,879 Hillview Ct,Colma,94014
11793,AW00011793,I,North America,Southwest,1480 Oliveria Road,Burbank,91502
11794,AW00011794,I,North America,Southwest,5375 Clearland Circle,Lakewood,90712
11795,AW00011795,I,North America,Southwest,4303 Athene Drive,Downey,90241
11796,AW00011796,I,North America,Southwest,9348 Notre Dame Ave,Downey,90241
11797,AW00011797,I,North America,Southwest,4143 Heather Pl.,Oakland,94611
11798,AW00011798,I,North America,Northwest,1519 Sheffield Place,Bremerton,98312
11799,AW00011799,I,North America,Northwest,4593 Camino Peral,Burien,98168
11800,AW00011800,I,North America,Northwest,8998 Katharyn Drive,Beaverton,97005
11801,AW00011801,I,North America,Northwest,4073 Niagara Court,Beaverton,97005
11802,AW00011802,I,North America,Canada,627 La Salle Street,Oak Bay,V8P
11803,AW00011803,I,North America,Northwest,3553 Grant Street,Olympia,98501
11804,AW00011804,I,North America,Northwest,5450 Bellows Ct.,Redmond,98052
11805,AW00011805,I,North America,Southwest,5407 Cougar Way,Beverly Hills,90210
11806,AW00011806,I,North America,Southwest,1500 Grant Street,Burlingame,94010
11807,AW00011807,I,North America,Southwest,1086 Ash Lane,National City,91950
11808,AW00011808,I,North America,Canada,751 Countrywood Ct.,N. Vancouver,V7L 4J4
11809,AW00011809,I,North America,Southwest,1289 Quigley St.,Beverly Hills,90210
11810,AW00011810,I,North America,Northwest,7095 Curletto Dr.,Bremerton,98312
11811,AW00011811,I,North America,Southwest,1617 Crossbow Way,Colma,94014
11812,AW00011812,I,North America,Northwest,3997 Via De Luna,Walla Walla,99362
11813,AW00011813,I,North America,Northwest,1102 Ravenwood,W. Linn,97068
11814,AW00011814,I,North America,Northwest,4921 Oakwood Circle,Lake Oswego,97034
11815,AW00011815,I,North America,Northwest,3327 Rockridge Dr.,Tacoma,98403
11816,AW00011816,I,North America,Southwest,8069 Vine Hill Way,Beverly Hills,90210
